ITEM_WID,AMOUNT,QUARTER_NAME,TYPE
10023,-84994592.00000000,2024-Q4,Spending
10026,-3081843.00000000,2025-Q2,Standard COGS
10020,3653766.00000000,2024-Q4,Standard COGS
10058,208096.00000000,2025-Q2,Spending
10074,598416.00000000,2024-Q4,Spending
10068,89512.00000000,2024-Q4,Spending
10099,-2797983.00000000,2024-Q4,Spending
10005,377027.00000000,2024-Q4,Spending
10063,1100700.00000000,2024-Q4,Spending
10096,11207.00000000,2024-Q4,Spending
10006,-487456.00000000,2025-Q2,Standard COGS
10003,-3358.00000000,2024-Q4,Spending
10054,156501.00000000,2025-Q1,Spending
10012,5992.00000000,2025-Q2,Spending
10079,548750.00000000,2025-Q1,Spending
10098,-3896490.00000000,2024-Q4,Spending
10086,-950016.00000000,2024-Q4,Spending
10009,630360.00000000,2024-Q4,Standard COGS
10013,-27517644.00000000,2025-Q2,Spending
10080,-64799700.00000000,2024-Q4,Standard COGS
10034,0.00000000,2025-Q2,Spending
10047,1781064.00000000,2024-Q4,Spending
10033,-20696.00000000,2025-Q1,Spending
10096,147720.00000000,2025-Q2,Standard COGS
10034,-200890.00000000,2025-Q2,Spending
10043,43974.00000000,2024-Q4,Spending
10006,91650.00000000,2024-Q4,Spending
10049,2660340.00000000,2025-Q2,Spending
10015,-742.00000000,2025-Q2,Spending
10088,471033.00000000,2025-Q2,Spending
10027,66600.00000000,2024-Q4,Spending
10027,-6236176.00000000,2024-Q4,Spending
10079,290192.00000000,2024-Q4,Spending
10061,-575400.00000000,2024-Q4,Spending
10077,870100.00000000,2025-Q2,Spending
10080,997194.00000000,2024-Q4,Standard COGS
10047,624760.00000000,2025-Q1,Spending
10007,-26039848.00000000,2025-Q2,Standard COGS
10012,232940.00000000,2025-Q1,Spending
10009,195526.00000000,2024-Q4,Standard COGS
10051,-34156616.00000000,2025-Q1,Standard COGS
10073,1775460.00000000,2024-Q4,Standard COGS
10083,39843.00000000,2024-Q4,Spending
10053,347598.00000000,2025-Q1,Spending
10060,34920.00000000,2024-Q4,Standard COGS
10018,-934425.00000000,2025-Q1,Spending
10030,302841.00000000,2025-Q1,Standard COGS
10056,3812696.00000000,2025-Q1,Spending
10068,-18216.00000000,2024-Q4,Spending
10018,0.00000000,2024-Q4,Standard COGS
10064,-2268548.00000000,2024-Q4,Spending
10097,-79744.00000000,2025-Q2,Standard COGS
10099,-11987.00000000,2024-Q4,Spending
10069,-317050.00000000,2025-Q2,Spending
10078,-2797488.00000000,2024-Q4,Spending
10072,178620.00000000,2024-Q4,Spending
10079,51528.00000000,2025-Q2,Spending
10063,-22791.00000000,2025-Q1,Spending
10028,393778.00000000,2025-Q2,Spending
10047,72896.00000000,2025-Q2,Spending
10095,0.00000000,2025-Q1,Spending
10064,-282560.00000000,2024-Q4,Standard COGS
10024,-8230626.00000000,2025-Q1,Standard COGS
10041,-60571805.00000000,2025-Q2,Standard COGS
10014,13272.00000000,2025-Q2,Standard COGS
10008,79749.00000000,2024-Q4,Spending
10013,747809271.00000000,2025-Q2,Spending
10006,96410.00000000,2025-Q2,Spending
10058,6060.00000000,2025-Q2,Spending
10066,-16112250.00000000,2025-Q2,Spending
10089,66210.00000000,2024-Q4,Standard COGS
10058,-5764255.00000000,2024-Q4,Spending
10075,-737864.00000000,2024-Q4,Spending
10039,4836.00000000,2024-Q4,Spending
10045,2065185.00000000,2025-Q1,Spending
10070,16729437.00000000,2024-Q4,Spending
10066,0.00000000,2024-Q4,Spending
10093,0.00000000,2024-Q4,Spending
10053,-11412.00000000,2024-Q4,Spending
10099,-656964.00000000,2024-Q4,Standard COGS
10012,0.00000000,2025-Q2,Spending
10007,0.00000000,2025-Q2,Standard COGS
10071,-2029490.00000000,2024-Q4,Spending
10047,-56.00000000,2024-Q4,Spending
10057,2518893.00000000,2025-Q2,Spending
10034,-23175894.00000000,2025-Q2,Standard COGS
10080,-112344.00000000,2024-Q4,Standard COGS
10083,0.00000000,2025-Q2,Standard COGS
10040,-277102.00000000,2025-Q2,Standard COGS
10015,7075116.00000000,2024-Q4,Standard COGS
10021,-1886.00000000,2025-Q2,Spending
10083,173764.00000000,2024-Q4,Standard COGS
10084,188298.00000000,2025-Q2,Spending
10003,-19078200.00000000,2024-Q4,Spending
10049,19112.00000000,2025-Q2,Standard COGS
10031,-741600.00000000,2024-Q4,Spending
10036,503984.00000000,2024-Q4,Standard COGS
10009,11790.00000000,2024-Q4,Spending
10048,0.00000000,2024-Q4,Spending
10047,-4891095.00000000,2024-Q4,Standard COGS
10032,-2670.00000000,2024-Q4,Spending
10038,-297241.00000000,2025-Q2,Standard COGS
10023,0.00000000,2024-Q4,Spending
10033,-1245900.00000000,2025-Q2,Spending
10070,-181590.00000000,2024-Q4,Standard COGS
10068,-917200.00000000,2024-Q4,Spending
10065,-222424.00000000,2024-Q4,Spending
10027,-41113.00000000,2024-Q4,Spending
10036,7572720.00000000,2025-Q2,Standard COGS
10042,-17714528.00000000,2024-Q4,Spending
10012,-11518194.00000000,2025-Q2,Spending
10073,-10682.00000000,2025-Q1,Spending
10073,-4658625.00000000,2024-Q4,Standard COGS
10041,5957.00000000,2024-Q4,Standard COGS
10093,20968540.00000000,2025-Q1,Standard COGS
10088,1428024.00000000,2025-Q2,Standard COGS
10012,0.00000000,2024-Q4,Standard COGS
10063,198560.00000000,2024-Q4,Spending
10078,76974.00000000,2025-Q1,Spending
10099,-468.00000000,2025-Q1,Spending
10032,-176135.00000000,2025-Q1,Spending
10069,190575.00000000,2025-Q2,Spending
10005,-14171824.00000000,2025-Q2,Standard COGS
10063,-17400.00000000,2025-Q2,Spending
10014,9545.00000000,2025-Q1,Spending
10084,-3101848.00000000,2024-Q4,Spending
10028,-230158890.00000000,2024-Q4,Standard COGS
10039,19050.00000000,2024-Q4,Spending
10017,-447.00000000,2024-Q4,Spending
10017,276780.00000000,2025-Q1,Spending
10039,-854.00000000,2025-Q2,Spending
10023,-5190.00000000,2025-Q1,Spending
10005,972594.00000000,2024-Q4,Standard COGS
10006,263355.00000000,2024-Q4,Spending
10073,0.00000000,2025-Q1,Spending
10012,1465000.00000000,2024-Q4,Spending
10051,-2750169.00000000,2024-Q4,Standard COGS
10089,-33690.00000000,2025-Q1,Standard COGS
10073,4438875.00000000,2024-Q4,Spending
10044,90900.00000000,2024-Q4,Spending
10092,225135.00000000,2024-Q4,Standard COGS
10065,2043984.00000000,2025-Q2,Spending
10009,72314388.00000000,2025-Q1,Standard COGS
10021,-2076264.00000000,2025-Q1,Standard COGS
10056,376950.00000000,2025-Q2,Spending
10085,8242983.00000000,2025-Q2,Spending
10038,2751.00000000,2024-Q4,Standard COGS
10069,516402.00000000,2025-Q2,Standard COGS
10035,2588154.00000000,2025-Q2,Standard COGS
10047,-2020605.00000000,2024-Q4,Standard COGS
10001,0.00000000,2024-Q4,Spending
10003,-27815.00000000,2024-Q4,Spending
10012,4387500.00000000,2024-Q4,Spending
10031,0.00000000,2024-Q4,Standard COGS
10049,22098.00000000,2024-Q4,Standard COGS
10024,-164067.00000000,2024-Q4,Spending
10072,-1803220.00000000,2025-Q1,Standard COGS
10073,-201089.00000000,2025-Q2,Standard COGS
10093,0.00000000,2024-Q4,Spending
10021,543000.00000000,2024-Q4,Spending
10056,0.00000000,2025-Q1,Spending
10092,-4075500.00000000,2025-Q2,Spending
10039,-358750.00000000,2024-Q4,Spending
10094,49600.00000000,2025-Q2,Spending
10038,0.00000000,2024-Q4,Spending
10007,142170.00000000,2025-Q2,Standard COGS
10001,0.00000000,2024-Q4,Spending
10064,477400.00000000,2025-Q2,Spending
10097,156968.00000000,2024-Q4,Spending
10033,3178.00000000,2024-Q4,Spending
10076,-97971780.00000000,2025-Q2,Spending
10050,-10965408.00000000,2024-Q4,Standard COGS
10030,-9256194.00000000,2024-Q4,Spending
10093,0.00000000,2024-Q4,Spending
10100,-9112164.00000000,2024-Q4,Spending
10027,-17178.00000000,2024-Q4,Spending
10061,3108159.00000000,2024-Q4,Standard COGS
10061,0.00000000,2025-Q1,Spending
10031,110800.00000000,2025-Q2,Standard COGS
10061,-292240.00000000,2025-Q1,Spending
10040,-1632888.00000000,2025-Q1,Standard COGS
10068,0.00000000,2025-Q2,Spending
10093,0.00000000,2025-Q2,Standard COGS
10073,172900.00000000,2025-Q2,Spending
10030,21415280.00000000,2024-Q4,Spending
10054,-1046059.00000000,2025-Q2,Standard COGS
10087,626464.00000000,2024-Q4,Standard COGS
10092,0.00000000,2024-Q4,Spending
10084,-18206100.00000000,2025-Q2,Standard COGS
10091,-537500.00000000,2024-Q4,Spending
10088,-241090.00000000,2024-Q4,Standard COGS
10082,0.00000000,2024-Q4,Spending
10034,3316510.00000000,2025-Q2,Standard COGS
10002,-136060600.00000000,2025-Q1,Standard COGS
10073,-632349.00000000,2024-Q4,Standard COGS
10023,9032.00000000,2025-Q1,Spending
10008,-922500.00000000,2025-Q2,Spending
10088,-330.00000000,2024-Q4,Spending
10013,6005570.00000000,2024-Q4,Spending
10068,964800.00000000,2024-Q4,Spending
10059,83670.00000000,2024-Q4,Spending
10081,464904.00000000,2024-Q4,Standard COGS
10058,-6848694.00000000,2024-Q4,Standard COGS
10001,701259.00000000,2025-Q1,Spending
10059,-8536420.00000000,2025-Q2,Spending
10098,1851666.00000000,2024-Q4,Standard COGS
10094,-144190.00000000,2025-Q1,Spending
10001,-2229655.00000000,2025-Q2,Standard COGS
10042,39120.00000000,2025-Q2,Standard COGS
10010,26374920.00000000,2025-Q2,Spending
10084,79800000.00000000,2025-Q2,Standard COGS
10056,158388.00000000,2025-Q2,Spending
10074,3382569.00000000,2025-Q2,Standard COGS
10056,1475982.00000000,2024-Q4,Standard COGS
10053,2545022.00000000,2024-Q4,Standard COGS
10085,272850.00000000,2024-Q4,Standard COGS
10099,880626.00000000,2024-Q4,Standard COGS
10040,7223850.00000000,2024-Q4,Spending
10077,0.00000000,2024-Q4,Standard COGS
10048,-1209776.00000000,2025-Q2,Spending
10098,220550.00000000,2025-Q2,Spending
10085,-965066.00000000,2024-Q4,Standard COGS
10086,-47731.00000000,2025-Q1,Spending
10028,-6278410.00000000,2024-Q4,Spending
10063,-17220.00000000,2025-Q2,Standard COGS
10098,239400.00000000,2025-Q2,Spending
10046,0.00000000,2024-Q4,Spending
10051,-395500.00000000,2025-Q2,Spending
10093,807690.00000000,2025-Q2,Spending
10002,338391.00000000,2025-Q2,Spending
10072,-46333.00000000,2025-Q2,Standard COGS
10004,0.00000000,2024-Q4,Spending
10051,0.00000000,2025-Q2,Spending
10042,-39397032.00000000,2025-Q1,Standard COGS
10064,512847.00000000,2024-Q4,Standard COGS
10057,-275970168.00000000,2025-Q2,Standard COGS
10047,-36766800.00000000,2025-Q2,Spending
10028,-59698.00000000,2024-Q4,Spending
10078,-2431880.00000000,2025-Q1,Spending
10097,2619936.00000000,2025-Q2,Spending
10067,-47211710.00000000,2025-Q1,Standard COGS
10060,3466728.00000000,2024-Q4,Standard COGS
10076,-580295.00000000,2025-Q2,Spending
10059,-606366.00000000,2025-Q2,Spending
10022,785988.00000000,2024-Q4,Spending
10028,26094411.00000000,2024-Q4,Spending
10016,0.00000000,2024-Q4,Spending
10029,-1927142.00000000,2024-Q4,Standard COGS
10035,0.00000000,2024-Q4,Spending
10002,-100800.00000000,2025-Q2,Spending
10001,608528.00000000,2024-Q4,Standard COGS
10088,-3111783.00000000,2025-Q2,Spending
10073,-804500.00000000,2024-Q4,Standard COGS
10056,-122325.00000000,2024-Q4,Standard COGS
10083,606669.00000000,2025-Q1,Spending
10009,15552.00000000,2024-Q4,Spending
10009,2911688.00000000,2025-Q1,Spending
10028,-260640.00000000,2024-Q4,Standard COGS
10013,-406616.00000000,2024-Q4,Spending
10098,-205653.00000000,2025-Q1,Spending
10042,0.00000000,2025-Q2,Spending
10081,-605925.00000000,2024-Q4,Spending
10019,0.00000000,2024-Q4,Spending
10046,-1017624.00000000,2024-Q4,Spending
10076,0.00000000,2024-Q4,Spending
10049,-1202085.00000000,2024-Q4,Spending
10004,-12282.00000000,2025-Q2,Spending
10037,-408654.00000000,2024-Q4,Spending
10090,0.00000000,2024-Q4,Spending
10023,1592560.00000000,2025-Q2,Spending
10074,-1054750.00000000,2024-Q4,Spending
10091,-598500.00000000,2025-Q2,Spending
10011,-140528.00000000,2025-Q2,Spending
10077,9219090.00000000,2025-Q2,Standard COGS
10093,-10512.00000000,2025-Q2,Spending
10006,-96150.00000000,2024-Q4,Spending
10003,-242900.00000000,2025-Q2,Spending
10094,1832500.00000000,2024-Q4,Spending
10072,-19894464.00000000,2024-Q4,Spending
10092,741230.00000000,2025-Q2,Spending
10045,24993592.00000000,2024-Q4,Spending
10069,-166182.00000000,2025-Q2,Spending
10051,-235671.00000000,2025-Q2,Standard COGS
10039,-4516362.00000000,2024-Q4,Spending
10031,0.00000000,2024-Q4,Spending
10075,8923628.00000000,2025-Q2,Spending
10023,33830.00000000,2025-Q2,Spending
10032,-175476.00000000,2024-Q4,Spending
10051,-109600.00000000,2025-Q2,Spending
10092,-430458.00000000,2024-Q4,Standard COGS
10045,2812851.00000000,2025-Q2,Spending
10050,0.00000000,2024-Q4,Spending
10019,3568090.00000000,2024-Q4,Spending
10053,0.00000000,2024-Q4,Standard COGS
10067,-88480.00000000,2024-Q4,Spending
10052,-1165428.00000000,2024-Q4,Standard COGS
10030,-693066.00000000,2025-Q2,Standard COGS
10005,-5604.00000000,2024-Q4,Spending
10023,-98720.00000000,2025-Q1,Spending
10039,-744768.00000000,2024-Q4,Spending
10084,4132188.00000000,2025-Q1,Spending
10019,1180193.00000000,2025-Q1,Spending
10095,-18287500.00000000,2024-Q4,Standard COGS
10066,-798790.00000000,2024-Q4,Spending
10081,-19719.00000000,2024-Q4,Spending
10055,0.00000000,2025-Q2,Spending
10052,55953.00000000,2025-Q1,Standard COGS
10097,-471000.00000000,2025-Q2,Spending
10017,-15660.00000000,2025-Q1,Spending
10022,17512.00000000,2025-Q2,Spending
10035,74567200.00000000,2024-Q4,Spending
10042,0.00000000,2024-Q4,Spending
10067,1039712.00000000,2024-Q4,Spending
10035,14496.00000000,2024-Q4,Spending
10011,-7216064.00000000,2025-Q2,Spending
10026,895000.00000000,2024-Q4,Standard COGS
10070,97800.00000000,2025-Q2,Spending
10022,512897.00000000,2024-Q4,Standard COGS
10029,342784.00000000,2024-Q4,Spending
10013,-4618638.00000000,2025-Q2,Standard COGS
10020,280.00000000,2024-Q4,Spending
10091,-6211919.00000000,2025-Q2,Standard COGS
10090,600.00000000,2024-Q4,Spending
10037,-1639800.00000000,2024-Q4,Spending
10097,-312.00000000,2024-Q4,Spending
10091,53522.00000000,2024-Q4,Spending
10021,-34892.00000000,2024-Q4,Spending
10070,73296.00000000,2024-Q4,Spending
10069,6680.00000000,2024-Q4,Spending
10069,-446432.00000000,2025-Q1,Standard COGS
10028,6602400.00000000,2024-Q4,Spending
10080,-1417382.00000000,2024-Q4,Standard COGS
10005,3009792.00000000,2025-Q2,Standard COGS
10001,0.00000000,2024-Q4,Spending
10093,-22064.00000000,2024-Q4,Spending
10100,0.00000000,2025-Q2,Spending
10086,1827080.00000000,2025-Q2,Spending
10066,-18214.00000000,2024-Q4,Spending
10086,77979760.00000000,2024-Q4,Spending
10095,1162353.00000000,2024-Q4,Standard COGS
10022,9369567.00000000,2024-Q4,Spending
10068,6167425.00000000,2025-Q2,Spending
10083,-235914.00000000,2025-Q2,Spending
10024,444456.00000000,2024-Q4,Standard COGS
10006,-523789.00000000,2024-Q4,Spending
10041,2830060.00000000,2024-Q4,Standard COGS
10035,-826680.00000000,2025-Q2,Standard COGS
10093,5330.00000000,2025-Q2,Spending
10079,194454.00000000,2024-Q4,Standard COGS
10007,0.00000000,2024-Q4,Spending
10093,1227015.00000000,2024-Q4,Spending
10062,196.00000000,2025-Q1,Spending
10060,0.00000000,2024-Q4,Standard COGS
10077,-180824.00000000,2024-Q4,Spending
10053,-217442.00000000,2024-Q4,Spending
10012,-4662.00000000,2024-Q4,Spending
10084,-371888.00000000,2024-Q4,Spending
10039,1158000.00000000,2025-Q2,Spending
10012,-280250.00000000,2025-Q2,Standard COGS
10018,1081920.00000000,2025-Q1,Standard COGS
10036,19278.00000000,2024-Q4,Standard COGS
10037,39900.00000000,2025-Q1,Spending
10031,0.00000000,2025-Q2,Spending
10096,-6.00000000,2024-Q4,Spending
10098,0.00000000,2025-Q2,Spending
10026,684236.00000000,2025-Q2,Standard COGS
10063,0.00000000,2024-Q4,Spending
10013,0.00000000,2025-Q1,Standard COGS
10083,3645803.00000000,2025-Q2,Standard COGS
10031,388227.00000000,2024-Q4,Spending
10036,0.00000000,2025-Q2,Spending
10083,-456396.00000000,2025-Q2,Standard COGS
10068,0.00000000,2024-Q4,Spending
10026,-124269.00000000,2025-Q2,Spending
10048,-6480186.00000000,2024-Q4,Standard COGS
10099,-809950.00000000,2025-Q2,Standard COGS
10081,312462.00000000,2025-Q2,Standard COGS
10034,21336480.00000000,2025-Q2,Spending
10078,7755920.00000000,2024-Q4,Standard COGS
10019,-904000.00000000,2025-Q2,Spending
10049,4708440.00000000,2024-Q4,Spending
10062,0.00000000,2024-Q4,Spending
10081,23172.00000000,2025-Q1,Spending
10056,0.00000000,2024-Q4,Spending
10100,-11850510.00000000,2025-Q2,Standard COGS
10007,2942500.00000000,2024-Q4,Spending
10076,0.00000000,2025-Q2,Spending
10025,0.00000000,2025-Q2,Standard COGS
10084,771520.00000000,2025-Q2,Standard COGS
10004,-131740.00000000,2024-Q4,Spending
10057,-4894.00000000,2025-Q2,Standard COGS
10054,452000.00000000,2024-Q4,Spending
10039,0.00000000,2024-Q4,Spending
10082,873180.00000000,2025-Q1,Spending
10099,14263857.00000000,2025-Q1,Spending
10042,568125.00000000,2025-Q2,Spending
10085,1995483.00000000,2024-Q4,Standard COGS
10093,0.00000000,2024-Q4,Standard COGS
10001,-2039195.00000000,2025-Q2,Standard COGS
10066,-422330.00000000,2025-Q1,Spending
10020,-2997683.00000000,2024-Q4,Spending
10031,-532980.00000000,2025-Q1,Spending
10043,11014.00000000,2024-Q4,Spending
10082,-691600.00000000,2025-Q2,Spending
10004,-339000.00000000,2024-Q4,Spending
10013,13356.00000000,2024-Q4,Spending
10045,362520.00000000,2024-Q4,Spending
10060,-4802865.00000000,2024-Q4,Standard COGS
10066,5133668.00000000,2025-Q2,Spending
10025,-18441885.00000000,2024-Q4,Standard COGS
10008,371082.00000000,2024-Q4,Standard COGS
10057,0.00000000,2024-Q4,Spending
10094,-3882.00000000,2024-Q4,Spending
10076,61566.00000000,2025-Q2,Spending
10037,4679062.00000000,2025-Q1,Spending
10029,22736.00000000,2025-Q2,Spending
10100,-84000.00000000,2024-Q4,Spending
10086,1053420.00000000,2024-Q4,Spending
10029,737080.00000000,2025-Q1,Standard COGS
10068,0.00000000,2024-Q4,Spending
10048,-489933.00000000,2024-Q4,Spending
10002,184527.00000000,2024-Q4,Spending
10028,317000.00000000,2024-Q4,Spending
10081,2265816.00000000,2025-Q2,Standard COGS
10078,246600.00000000,2025-Q1,Standard COGS
10055,0.00000000,2024-Q4,Standard COGS
10006,-49941.00000000,2025-Q2,Standard COGS
10010,3264480.00000000,2025-Q1,Spending
10046,0.00000000,2024-Q4,Spending
10063,8134200.00000000,2025-Q1,Spending
10086,-279720.00000000,2024-Q4,Spending
10065,212800.00000000,2025-Q2,Spending
10064,-3249000.00000000,2024-Q4,Spending
10084,247200.00000000,2025-Q1,Spending
10031,0.00000000,2025-Q1,Spending
10012,-1410288.00000000,2024-Q4,Standard COGS
10063,-627400.00000000,2025-Q1,Spending
10057,-25150.00000000,2025-Q2,Standard COGS
10095,4902579.00000000,2024-Q4,Standard COGS
10012,464020.00000000,2024-Q4,Spending
10065,11215152.00000000,2025-Q2,Spending
10061,0.00000000,2025-Q2,Spending
10050,-9898.00000000,2024-Q4,Spending
10062,-24997.00000000,2024-Q4,Standard COGS
10032,6938166.00000000,2024-Q4,Standard COGS
10017,1177000.00000000,2025-Q1,Spending
10093,-5550020.00000000,2024-Q4,Standard COGS
10063,-1191624.00000000,2025-Q2,Spending
10079,524400.00000000,2025-Q2,Spending
10018,169500.00000000,2024-Q4,Spending
10029,360000000.00000000,2025-Q1,Spending
10098,42753915.00000000,2024-Q4,Standard COGS
10076,-1260610.00000000,2025-Q1,Spending
10007,16263.00000000,2024-Q4,Standard COGS
10075,11692360.00000000,2024-Q4,Spending
10028,415768281.00000000,2025-Q2,Spending
10073,156861.00000000,2024-Q4,Spending
10088,-10492140.00000000,2025-Q2,Spending
10004,-2518338.00000000,2025-Q2,Spending
10047,-233496.00000000,2025-Q1,Standard COGS
10072,-487375.00000000,2025-Q2,Spending
10009,641399680.00000000,2025-Q2,Standard COGS
10092,134984.00000000,2024-Q4,Spending
10079,-5935.00000000,2024-Q4,Standard COGS
10023,-1369780.00000000,2024-Q4,Spending
10020,0.00000000,2024-Q4,Spending
10026,0.00000000,2024-Q4,Spending
10082,0.00000000,2024-Q4,Standard COGS
10019,-3569104.00000000,2024-Q4,Standard COGS
10022,25000.00000000,2024-Q4,Spending
10041,-7182872.00000000,2024-Q4,Standard COGS
10040,-4520000.00000000,2024-Q4,Spending
10093,166240.00000000,2024-Q4,Spending
10060,56894510.00000000,2025-Q1,Standard COGS
10010,-841216.00000000,2025-Q2,Spending
10048,436625.00000000,2024-Q4,Spending
10042,-11599322.00000000,2024-Q4,Standard COGS
10091,280410.00000000,2025-Q1,Spending
10008,966.00000000,2025-Q1,Spending
10020,359640.00000000,2024-Q4,Spending
10098,-4411580.00000000,2024-Q4,Standard COGS
10094,2095086.00000000,2024-Q4,Spending
10092,-830202.00000000,2024-Q4,Standard COGS
10081,1824375.00000000,2025-Q2,Spending
10033,0.00000000,2025-Q2,Spending
10082,-95161.00000000,2025-Q1,Spending
10099,0.00000000,2024-Q4,Spending
10087,-196336.00000000,2025-Q1,Standard COGS
10068,0.00000000,2025-Q1,Spending
